species;length;weight
Puntius lateristriga;14.01;2.59
Puntius lateristriga;12.44;2.66
Puntius lateristriga;13.45;2.64
Puntius lateristriga;14.37;2.63
Puntius lateristriga;13.73;2.65
Puntius lateristriga;13.61;2.67
Puntius lateristriga;13.01;2.65
Puntius lateristriga;14.52;2.66
Puntius lateristriga;14.76;2.60
Puntius lateristriga;12.12;2.60
Puntius lateristriga;12.90;2.60
Puntius lateristriga;14.66;2.63
Puntius lateristriga;13.17;2.68
Setipinna taty;16.77;3.03
Setipinna taty;17.35;3.11
Setipinna taty;18.01;3.16
Setipinna taty;16.47;3.15
Setipinna taty;17.43;3.21
Setipinna taty;18.23;3.20
Setipinna taty;16.58;3.04
Setipinna taty;19.25;3.14
Setipinna taty;17.27;3.14
Setipinna taty;18.46;3.32
Setipinna taty;19.33;3.14
Setipinna taty;17.53;3.12
Setipinna taty;18.16;3.11
Setipinna taty;17.67;3.07
Setipinna taty;18.26;3.06
Setipinna taty;16.06;3.25
Setipinna taty;17.50;3.12
Setipinna taty;18.34;3.40
Setipinna taty;17.83;2.91
Setipinna taty;17.65;3.21
Setipinna taty;16.29;3.25
Setipinna taty;16.98;3.19
Setipinna taty;17.68;3.11
Setipinna taty;18.02;3.12
Setipinna taty;16.69;3.10
Setipinna taty;18.00;3.19
Setipinna taty;18.93;3.19
Setipinna taty;18.71;3.07
Setipinna taty;17.08;3.28
Setipinna taty;17.51;3.13
Setipinna taty;19.06;3.17
Setipinna taty;18.08;3.11
Setipinna taty;17.28;3.07
Setipinna taty;16.85;3.30
Setipinna taty;18.63;3.15
Setipinna taty;18.90;3.19
Setipinna taty;18.16;3.06
Setipinna taty;17.85;3.07
Setipinna taty;18.20;3.06
Setipinna taty;17.59;3.23
Setipinna taty;17.66;2.98
Setipinna taty;19.02;3.21
Setipinna taty;17.47;2.93
Setipinna taty;18.50;3.26
Setipinna taty;16.09;2.80
Setipinna taty;17.84;3.07
Setipinna taty;17.20;2.92
Setipinna taty;17.01;3.06
Setipinna taty;17.54;3.18
Setipinna taty;18.49;2.89
Setipinna taty;19.16;3.04
Setipinna taty;17.47;3.06
Setipinna taty;19.12;3.08
Setipinna taty;18.65;3.13
Setipinna taty;16.55;3.20
Setipinna taty;17.11;3.05
Setipinna taty;17.98;3.16
Setipinna taty;16.89;3.12
Setipinna taty;18.67;3.27
Setipinna taty;17.57;2.89
Setipinna taty;18.48;3.07
Setipinna taty;18.78;3.08
Setipinna taty;17.16;3.14
Setipinna taty;17.51;3.04
Setipinna taty;16.28;3.00
Setipinna taty;16.43;3.06
Setipinna taty;18.40;3.11
Setipinna taty;17.26;3.04
Setipinna taty;17.55;2.93
Setipinna taty;18.32;3.18
Setipinna taty;17.99;3.06
Setipinna taty;17.87;3.15
Setipinna taty;18.01;3.00
Setipinna taty;18.37;3.16
Setipinna taty;18.06;3.09
Setipinna taty;17.93;3.24
Setipinna taty;17.44;3.20
Setipinna taty;19.08;3.04
Setipinna taty;17.80;3.09
Setipinna taty;17.85;2.94
Setipinna taty;18.40;3.26
Setipinna taty;17.23;2.91
Setipinna taty;18.91;3.22
Setipinna taty;17.42;2.94
Setipinna taty;18.94;3.36
Setipinna taty;17.73;3.09
Setipinna taty;18.57;3.26
Setipinna taty;16.69;2.95
Setipinna taty;18.51;3.18
Setipinna taty;18.44;3.07
Setipinna taty;18.05;2.80
Setipinna taty;17.42;3.09
Setipinna taty;16.41;3.17
Setipinna taty;17.32;3.25
Setipinna taty;19.06;3.33
Setipinna taty;19.01;2.89
Setipinna taty;18.31;3.04
Setipinna taty;16.83;3.09
Setipinna taty;17.43;3.25
Setipinna taty;18.38;3.02
Setipinna taty;18.01;3.26
Setipinna taty;17.79;3.03
Setipinna taty;17.33;2.98
Setipinna taty;17.65;2.99
Setipinna taty;17.74;3.05
Setipinna taty;18.21;3.13
Setipinna taty;17.87;2.93
Setipinna taty;18.63;3.04
Setipinna taty;19.06;3.15
Setipinna taty;16.88;3.12
Setipinna taty;17.46;3.15
Setipinna taty;18.65;3.16
Setipinna taty;17.59;2.83
Setipinna taty;18.29;3.26
Setipinna taty;18.58;3.15
Setipinna taty;17.70;2.97
Setipinna taty;19.18;3.20
Setipinna taty;18.17;3.19
Setipinna taty;18.00;3.03
Setipinna taty;17.17;3.05
Setipinna taty;19.10;2.97
Setipinna taty;17.80;3.22
Setipinna taty;18.11;3.17
Setipinna taty;17.50;3.17
Setipinna taty;16.23;2.91
Setipinna taty;17.45;3.12
Setipinna taty;17.68;3.15
Setipinna taty;17.90;2.99
Setipinna taty;18.60;3.08
Setipinna taty;18.82;3.19
Setipinna taty;16.89;3.04
Setipinna taty;18.97;3.18
Setipinna taty;16.80;3.17
Setipinna taty;17.07;3.04
Setipinna taty;17.60;3.17
Setipinna taty;18.83;3.27
Setipinna taty;17.70;3.26
Setipinna taty;17.27;2.94
Setipinna taty;17.23;3.18
Setipinna taty;17.62;2.90
Setipinna taty;17.94;3.09
Setipinna taty;18.49;3.05
Setipinna taty;17.53;2.94
Setipinna taty;17.13;2.93
Setipinna taty;16.98;3.03
Setipinna taty;17.00;3.18
Setipinna taty;17.36;3.10
Setipinna taty;17.47;3.15
Setipinna taty;17.70;3.27
Setipinna taty;19.36;3.00
Setipinna taty;16.85;3.21
Setipinna taty;16.08;3.13
Setipinna taty;17.99;3.13
Setipinna taty;17.84;3.11
Setipinna taty;17.75;3.24
Setipinna taty;17.94;3.13
Setipinna taty;17.72;3.07
Setipinna taty;18.01;3.23
Setipinna taty;18.00;2.97
Setipinna taty;17.15;3.08
Setipinna taty;16.43;3.04
Setipinna taty;17.62;3.18
Setipinna taty;17.82;3.28
Setipinna taty;18.06;3.06
Setipinna taty;18.03;3.12
Setipinna taty;16.65;3.05
Setipinna taty;18.09;3.26
Setipinna taty;18.35;3.01
Setipinna taty;17.31;3.10
Setipinna taty;19.48;3.35
Setipinna taty;17.54;3.13
Setipinna taty;18.49;3.13
Setipinna taty;16.77;3.18
Setipinna taty;18.48;3.14
Setipinna taty;17.61;3.25
Setipinna taty;17.11;3.11
Setipinna taty;18.28;3.10
Setipinna taty;18.91;3.04
Setipinna taty;18.45;3.25
Setipinna taty;18.45;3.30
Setipinna taty;17.66;3.27
Setipinna taty;18.34;2.95
Setipinna taty;19.07;3.21
Setipinna taty;18.31;3.07
Setipinna taty;17.65;3.11
Setipinna taty;18.74;3.16
Setipinna taty;18.36;3.38
Setipinna taty;17.87;2.97
Setipinna taty;19.09;3.30
Setipinna taty;17.86;3.20
Setipinna taty;16.67;3.02
Setipinna taty;17.15;2.84
Setipinna taty;16.95;3.04
Setipinna taty;18.88;3.20
Setipinna taty;17.68;2.83
Setipinna taty;18.84;3.08
Setipinna taty;17.04;3.08
Setipinna taty;18.32;3.22
Setipinna taty;17.63;3.14
Setipinna taty;17.30;3.02
Setipinna taty;16.72;3.20
Setipinna taty;18.57;3.05
Setipinna taty;17.73;2.95
Setipinna taty;16.62;3.07
Setipinna taty;18.53;3.00
Setipinna taty;17.81;3.07
Setipinna taty;17.97;3.18
Setipinna taty;17.34;3.06
Setipinna taty;16.74;3.07
Setipinna taty;18.07;3.04
Setipinna taty;18.04;3.14
Setipinna taty;18.19;2.95
Setipinna taty;17.76;3.08
Setipinna taty;18.65;3.14
Setipinna taty;16.18;3.01
Setipinna taty;17.64;3.12
Setipinna taty;17.99;3.03
Setipinna taty;17.63;3.07
Setipinna taty;18.93;3.12
Setipinna taty;17.81;3.20
Setipinna taty;16.44;2.96
Setipinna taty;17.84;2.98
Setipinna taty;18.08;3.03
Setipinna taty;17.53;3.00
Setipinna taty;17.35;3.11
Setipinna taty;18.53;3.11
Setipinna taty;16.94;3.01
Setipinna taty;19.30;3.10
Setipinna taty;17.51;3.11
Setipinna taty;16.55;3.09
Setipinna taty;18.24;3.07
Setipinna taty;18.41;3.07
Setipinna taty;17.82;3.17
Setipinna taty;18.71;3.18
Setipinna taty;17.14;2.94
Setipinna taty;18.05;3.05
Setipinna taty;18.16;3.16
Setipinna taty;17.98;3.22
Setipinna taty;17.51;2.99
Setipinna taty;18.59;3.22
Setipinna taty;18.09;3.10
Setipinna taty;18.09;3.18
Setipinna taty;17.43;3.10
Setipinna taty;19.02;3.20
Setipinna taty;17.51;3.17
Setipinna taty;17.90;3.18
Setipinna taty;17.56;3.14
Setipinna taty;18.19;3.17
Setipinna taty;18.29;3.22
Setipinna taty;17.15;2.96
Setipinna taty;17.75;3.07
Setipinna taty;18.04;3.08
Setipinna taty;17.72;3.05
Setipinna taty;18.36;3.13
Setipinna taty;18.15;3.06
Setipinna taty;17.70;2.82
Setipinna taty;17.72;3.15
Setipinna taty;16.85;3.25
Setipinna taty;16.88;3.12
Setipinna taty;18.00;3.06
Setipinna taty;16.16;3.07
Setipinna taty;15.93;2.99
Setipinna taty;18.80;3.28
Setipinna taty;18.10;3.18
Setipinna taty;17.78;3.00
Setipinna taty;18.48;2.97
Setipinna taty;16.84;3.01
Setipinna taty;18.61;3.11
Setipinna taty;16.81;3.01
Setipinna taty;16.36;3.06
Setipinna taty;18.46;3.31
Setipinna taty;19.20;3.28
Setipinna taty;18.04;3.09
Setipinna taty;18.28;3.04
Setipinna taty;17.43;3.06
Setipinna taty;18.34;3.15
Setipinna taty;17.30;3.15
Setipinna taty;16.86;3.01
Setipinna taty;18.66;3.21
Setipinna taty;16.55;3.12
Setipinna taty;19.28;3.18
Setipinna taty;18.25;3.10
Setipinna taty;17.98;3.00
Setipinna taty;18.21;3.24
Setipinna taty;17.64;2.90
Setipinna taty;18.87;3.15
Setipinna taty;18.54;3.28
Setipinna taty;18.57;3.11
Setipinna taty;17.23;3.10
Setipinna taty;17.60;2.95
Setipinna taty;18.00;3.16
Setipinna taty;17.06;3.33
Setipinna taty;16.80;3.09
Setipinna taty;18.40;3.03
Setipinna taty;18.98;3.05
Setipinna taty;16.59;3.03
Setipinna taty;17.55;2.95
Setipinna taty;17.38;3.10
Setipinna taty;17.17;2.97
Setipinna taty;17.67;3.24
Setipinna taty;17.97;3.14
Setipinna taty;18.10;2.97
Setipinna taty;16.17;3.02
Setipinna taty;17.63;2.77
Setipinna taty;16.55;3.02
Setipinna taty;18.23;2.98
Setipinna taty;18.98;3.06
Setipinna taty;18.12;3.05
Setipinna taty;18.92;3.11
Setipinna taty;18.93;3.02
Setipinna taty;17.90;3.05
Setipinna taty;17.78;2.99
Setipinna taty;19.25;3.21
Setipinna taty;17.81;3.15
Setipinna taty;17.95;3.06
Setipinna taty;18.53;3.16
Setipinna taty;16.54;2.95
Setipinna taty;17.98;2.91
Setipinna taty;17.47;3.18
Setipinna taty;18.39;2.94
Setipinna taty;17.40;3.22
Setipinna taty;17.70;3.16
Setipinna taty;18.37;3.19
Setipinna taty;16.80;3.17
Setipinna taty;17.86;3.12
Setipinna taty;16.73;3.16
Setipinna taty;18.10;2.88
Setipinna taty;17.96;3.02
Setipinna taty;18.62;3.12
Setipinna taty;18.48;3.01
Setipinna taty;18.26;3.36
Setipinna taty;18.75;3.11
Setipinna taty;17.58;3.20
Setipinna taty;17.35;3.06
Setipinna taty;18.95;3.32
Setipinna taty;17.06;3.08
Setipinna taty;18.40;3.15
Setipinna taty;18.18;2.98
Setipinna taty;17.93;3.05
Setipinna taty;17.41;3.25
Setipinna taty;18.25;3.09
Setipinna taty;18.06;3.03
Setipinna taty;17.72;3.34
Setipinna taty;16.43;3.04
Setipinna taty;17.89;3.09
Setipinna taty;17.96;3.15
Setipinna taty;17.74;2.89
Setipinna taty;18.54;2.96
Setipinna taty;17.55;3.11
Setipinna taty;17.25;3.07
Setipinna taty;17.83;3.05
Setipinna taty;18.62;3.09
Setipinna taty;17.66;3.10
Setipinna taty;16.10;3.08
Setipinna taty;19.03;3.41
Setipinna taty;18.46;3.06
Setipinna taty;17.05;2.98
Setipinna taty;17.72;3.21
Setipinna taty;17.35;2.98
Setipinna taty;16.37;2.85
Setipinna taty;17.74;2.94
Setipinna taty;17.89;3.28
Setipinna taty;18.45;3.30
Setipinna taty;18.43;3.10
Setipinna taty;17.25;3.10
Setipinna taty;18.28;3.11
Setipinna taty;17.35;3.03
Setipinna taty;18.74;3.05
Setipinna taty;18.08;2.95
Setipinna taty;18.25;3.12
Setipinna taty;17.42;2.97
Setipinna taty;17.51;3.12
Setipinna taty;18.94;2.96
Setipinna taty;17.26;3.22
Setipinna taty;18.91;3.32
Setipinna taty;18.75;3.28
Setipinna taty;18.49;3.10
Setipinna taty;18.69;3.26
Setipinna taty;18.13;3.07
Setipinna taty;15.98;3.10
Setipinna taty;16.70;2.99
Setipinna taty;16.67;2.96
Setipinna taty;18.64;3.11
Setipinna taty;17.99;2.98
Setipinna taty;18.06;3.33
Setipinna taty;17.39;2.98
Setipinna taty;17.19;3.21
Setipinna taty;16.54;2.99
Setipinna taty;18.14;3.24
Setipinna taty;16.99;3.04
Setipinna taty;17.63;3.20
Setipinna taty;19.26;3.17
Setipinna taty;16.75;3.04
Setipinna taty;17.88;3.30
Setipinna taty;18.30;3.15
Setipinna taty;18.22;3.11
Setipinna taty;16.55;3.06
Setipinna taty;18.13;3.09
Setipinna taty;17.64;3.11
Setipinna taty;17.52;2.99
Setipinna taty;18.47;3.03
Setipinna taty;17.27;3.16
Setipinna taty;16.94;3.00
Setipinna taty;17.16;2.87
Setipinna taty;17.80;3.03
Setipinna taty;18.20;3.05
Setipinna taty;17.49;3.09
Setipinna taty;16.53;3.09
Setipinna taty;18.84;3.13
Setipinna taty;17.69;3.15
Setipinna taty;18.90;3.00
Setipinna taty;18.81;3.03
Setipinna taty;17.89;3.08
Setipinna taty;17.43;3.14
Setipinna taty;17.26;3.12
Setipinna taty;17.48;3.16
Setipinna taty;17.94;2.98
Setipinna taty;17.31;3.29
Setipinna taty;17.16;3.16
Setipinna taty;16.68;3.10
Setipinna taty;18.00;3.36
Setipinna taty;16.06;3.11
Setipinna taty;16.14;2.98
Setipinna taty;18.50;3.28
Setipinna taty;17.24;3.17
Setipinna taty;17.72;3.24
Setipinna taty;18.51;3.08
Setipinna taty;17.41;3.05
Setipinna taty;17.63;3.16
Setipinna taty;18.99;3.28
Setipinna taty;16.87;3.03
Setipinna taty;19.01;2.90
Setipinna taty;18.09;3.16
Setipinna taty;18.01;3.15
Setipinna taty;19.16;3.07
Setipinna taty;18.33;3.03
Setipinna taty;17.78;3.13
Setipinna taty;17.51;2.85
Setipinna taty;17.26;3.03
Setipinna taty;17.27;3.23
Setipinna taty;17.28;2.99
Setipinna taty;17.72;3.10
Setipinna taty;17.77;3.04
Setipinna taty;16.85;3.02
Setipinna taty;17.13;3.19
Setipinna taty;18.75;2.93
Setipinna taty;17.74;3.28
Setipinna taty;18.74;3.10
Setipinna taty;16.79;3.05
Setipinna taty;18.96;3.27
Setipinna taty;16.99;3.00
Setipinna taty;17.08;3.09
Setipinna taty;18.03;3.10
Setipinna taty;16.56;3.05
Setipinna taty;18.27;2.98
Setipinna taty;17.23;2.95
Setipinna taty;17.53;3.30
Setipinna taty;19.28;3.10
Setipinna taty;17.98;3.02
Setipinna taty;18.64;3.32
Setipinna taty;18.92;3.04
Setipinna taty;16.81;3.04
Setipinna taty;17.98;3.14
Setipinna taty;17.78;3.17
Setipinna taty;18.56;3.11
Setipinna taty;16.06;2.87
Setipinna taty;18.45;3.00
Setipinna taty;17.65;3.07
Setipinna taty;18.41;3.13
Setipinna taty;15.99;3.11
Setipinna taty;16.70;2.97
Setipinna taty;18.12;3.12
Setipinna taty;18.54;3.27
Setipinna taty;18.35;3.01
Setipinna taty;17.90;3.39
Setipinna taty;17.98;3.17
Setipinna taty;17.23;3.20
Setipinna taty;19.01;3.04
Setipinna taty;17.97;3.35
Setipinna taty;18.03;3.04
Sillaginopsis panijus;32.52;6.23
Sillaginopsis panijus;30.18;6.13
Sillaginopsis panijus;28.61;6.04
Sillaginopsis panijus;28.38;6.08
Sillaginopsis panijus;30.09;6.09
Sillaginopsis panijus;31.94;6.15
Sillaginopsis panijus;31.90;6.15
Sillaginopsis panijus;28.14;6.05
Sillaginopsis panijus;31.92;6.19
Sillaginopsis panijus;33.85;6.27
Sillaginopsis panijus;28.27;6.03
Sillaginopsis panijus;28.64;6.09
Sillaginopsis panijus;32.11;6.17
Sillaginopsis panijus;31.87;6.15
Sillaginopsis panijus;28.69;6.08
Sillaginopsis panijus;28.31;6.06
Sillaginopsis panijus;31.71;6.17
Sillaginopsis panijus;29.89;6.10
Sillaginopsis panijus;30.46;6.13
Sillaginopsis panijus;29.50;6.16
Sillaginopsis panijus;31.42;6.13
Sillaginopsis panijus;31.24;6.14
Sillaginopsis panijus;29.54;6.11
Sillaginopsis panijus;32.48;6.18
Sillaginopsis panijus;32.27;6.21
Sillaginopsis panijus;30.40;6.13
Sillaginopsis panijus;29.40;6.07
Sillaginopsis panijus;32.72;6.20
Sillaginopsis panijus;30.43;6.10
Sillaginopsis panijus;30.85;6.16
Sillaginopsis panijus;29.66;6.09
Sillaginopsis panijus;29.65;6.10
Sillaginopsis panijus;31.09;6.12
Sillaginopsis panijus;29.72;6.05
Sillaginopsis panijus;33.06;6.21
Sillaginopsis panijus;33.20;6.23
Sillaginopsis panijus;28.15;6.07
Sillaginopsis panijus;30.39;6.07
Sillaginopsis panijus;29.87;6.15
Sillaginopsis panijus;29.65;6.12
Sillaginopsis panijus;31.97;6.18
Sillaginopsis panijus;29.20;6.04
Sillaginopsis panijus;28.91;6.03
Sillaginopsis panijus;31.86;6.16
Sillaginopsis panijus;28.47;6.04
Sillaginopsis panijus;29.93;6.09
Sillaginopsis panijus;29.96;6.13
Sillaginopsis panijus;32.87;6.23
Sillaginopsis panijus;29.28;6.10
Sillaginopsis panijus;29.61;6.11
Sillaginopsis panijus;33.07;6.20
Sillaginopsis panijus;28.50;6.07
Sillaginopsis panijus;28.06;6.11
Sillaginopsis panijus;33.66;6.22
Sillaginopsis panijus;33.15;6.22
Sillaginopsis panijus;32.01;6.20
Sillaginopsis panijus;30.40;6.12
Sillaginopsis panijus;29.83;6.07
Sillaginopsis panijus;31.97;6.16
Sillaginopsis panijus;31.04;6.12
Sillaginopsis panijus;31.38;6.16
Sillaginopsis panijus;32.23;6.17
Sillaginopsis panijus;32.78;6.15
Sillaginopsis panijus;30.52;6.13
Sillaginopsis panijus;32.23;6.14
Sillaginopsis panijus;30.43;6.14
Sillaginopsis panijus;30.93;6.11
Sillaginopsis panijus;32.19;6.19
Sillaginopsis panijus;32.02;6.18
Sillaginopsis panijus;31.21;6.16
Sillaginopsis panijus;31.47;6.15
Sillaginopsis panijus;33.26;6.26
Sillaginopsis panijus;31.03;6.14
Sillaginopsis panijus;29.21;6.05
Sillaginopsis panijus;30.70;6.12
Sillaginopsis panijus;32.00;6.22
Sillaginopsis panijus;30.15;6.13
Sillaginopsis panijus;31.56;6.19
Sillaginopsis panijus;28.19;6.07
Sillaginopsis panijus;30.72;6.10
Sillaginopsis panijus;32.58;6.15
Sillaginopsis panijus;31.61;6.16
Sillaginopsis panijus;31.93;6.19
Sillaginopsis panijus;29.73;6.13
Sillaginopsis panijus;30.92;6.13
Sillaginopsis panijus;30.12;6.08
Sillaginopsis panijus;30.26;6.11
Sillaginopsis panijus;29.19;6.05
Sillaginopsis panijus;30.01;6.12
Sillaginopsis panijus;31.23;6.19
Sillaginopsis panijus;28.65;6.06
Sillaginopsis panijus;31.55;6.16
Sillaginopsis panijus;32.59;6.24
Sillaginopsis panijus;32.58;6.22
Sillaginopsis panijus;32.66;6.16
Sillaginopsis panijus;31.92;6.16
Sillaginopsis panijus;32.12;6.12
Sillaginopsis panijus;33.86;6.23
Sillaginopsis panijus;32.59;6.20
Sillaginopsis panijus;31.76;6.17
Sillaginopsis panijus;33.05;6.22
Sillaginopsis panijus;33.17;6.20
Sillaginopsis panijus;32.42;6.25
Sillaginopsis panijus;30.90;6.16
Sillaginopsis panijus;32.25;6.21
Sillaginopsis panijus;31.03;6.20
Sillaginopsis panijus;29.92;6.12
Sillaginopsis panijus;28.18;6.02
Sillaginopsis panijus;29.22;6.11
Sillaginopsis panijus;29.01;6.08
Sillaginopsis panijus;32.56;6.19
Sillaginopsis panijus;33.45;6.27
Sillaginopsis panijus;31.37;6.13
Sillaginopsis panijus;30.26;6.11
Sillaginopsis panijus;29.78;6.11
Sillaginopsis panijus;33.07;6.23
Sillaginopsis panijus;31.83;6.14
Sillaginopsis panijus;32.68;6.22
Sillaginopsis panijus;29.43;6.09
Sillaginopsis panijus;30.29;6.12
Sillaginopsis panijus;30.73;6.10
Sillaginopsis panijus;30.99;6.19
Sillaginopsis panijus;31.23;6.14
Sillaginopsis panijus;32.10;6.18
Sillaginopsis panijus;29.95;6.10
Sillaginopsis panijus;29.04;6.05
Sillaginopsis panijus;32.71;6.18
Sillaginopsis panijus;29.94;6.14
Sillaginopsis panijus;33.03;6.22
Sillaginopsis panijus;31.28;6.13
Sillaginopsis panijus;30.80;6.16
Sillaginopsis panijus;32.40;6.17
Sillaginopsis panijus;31.73;6.15
Sillaginopsis panijus;30.78;6.14
Sillaginopsis panijus;32.51;6.21
Sillaginopsis panijus;32.66;6.24
Sillaginopsis panijus;31.44;6.18
Sillaginopsis panijus;32.97;6.20
Sillaginopsis panijus;30.24;6.07
Sillaginopsis panijus;31.77;6.21
Sillaginopsis panijus;30.92;6.13
Sillaginopsis panijus;31.67;6.17
Sillaginopsis panijus;30.54;6.11
Sillaginopsis panijus;31.63;6.21
Sillaginopsis panijus;28.68;6.06
Sillaginopsis panijus;33.23;6.20
Sillaginopsis panijus;32.01;6.27
Sillaginopsis panijus;29.70;6.11
Sillaginopsis panijus;33.82;6.21
Sillaginopsis panijus;32.18;6.19
Sillaginopsis panijus;30.07;6.16
Sillaginopsis panijus;32.26;6.15
Sillaginopsis panijus;33.61;6.21
Sillaginopsis panijus;29.16;6.09
Sillaginopsis panijus;31.10;6.16
Sillaginopsis panijus;30.14;6.15
Sillaginopsis panijus;33.35;6.26
Sillaginopsis panijus;31.73;6.14
Sillaginopsis panijus;32.08;6.24
Sillaginopsis panijus;31.11;6.10
Sillaginopsis panijus;30.16;6.09
Sillaginopsis panijus;31.60;6.17
Sillaginopsis panijus;33.09;6.20
Sillaginopsis panijus;32.55;6.10
Sillaginopsis panijus;30.03;6.11
Sillaginopsis panijus;29.85;6.09
Sillaginopsis panijus;29.97;6.11
Sillaginopsis panijus;29.23;6.10
Sillaginopsis panijus;31.37;6.19
Sillaginopsis panijus;29.41;6.09
Sillaginopsis panijus;29.63;6.10
Sillaginopsis panijus;29.13;6.10
Sillaginopsis panijus;27.75;6.01
Sillaginopsis panijus;32.18;6.22
Sillaginopsis panijus;30.31;6.13
Sillaginopsis panijus;31.04;6.17
Sillaginopsis panijus;32.82;6.21
Sillaginopsis panijus;29.99;6.09
Sillaginopsis panijus;31.16;6.14
Sillaginopsis panijus;33.19;6.20
Sillaginopsis panijus;29.75;6.12
Sillaginopsis panijus;29.99;6.11
Sillaginopsis panijus;30.20;6.18
Sillaginopsis panijus;28.77;6.07
Sillaginopsis panijus;33.84;6.19
Sillaginopsis panijus;31.10;6.12
Sillaginopsis panijus;33.29;6.21
Sillaginopsis panijus;30.94;6.11
Sillaginopsis panijus;30.16;6.09
Sillaginopsis panijus;32.13;6.18
Sillaginopsis panijus;30.76;6.13
Sillaginopsis panijus;30.75;6.17
Sillaginopsis panijus;33.47;6.26
Sillaginopsis panijus;33.25;6.18
Sillaginopsis panijus;29.84;6.03
Sillaginopsis panijus;31.17;6.15
Sillaginopsis panijus;31.22;6.19
Sillaginopsis panijus;29.24;6.10
Sillaginopsis panijus;32.68;6.14
Sillaginopsis panijus;31.96;6.18
Sillaginopsis panijus;30.89;6.10
Sillaginopsis panijus;31.40;6.18
Sillaginopsis panijus;31.91;6.23
Sillaginopsis panijus;27.76;6.01
Sillaginopsis panijus;30.65;6.17
Sillaginopsis panijus;30.92;6.12
Sillaginopsis panijus;30.94;6.16
Sillaginopsis panijus;31.22;6.18
Sillaginopsis panijus;31.90;6.18
Sillaginopsis panijus;31.25;6.15
Sillaginopsis panijus;29.78;6.10
Sillaginopsis panijus;30.96;6.11
Sillaginopsis panijus;32.06;6.18
Sillaginopsis panijus;30.97;6.14
Sillaginopsis panijus;31.60;6.16
Sillaginopsis panijus;32.43;6.20
Sillaginopsis panijus;31.02;6.11
Sillaginopsis panijus;31.38;6.12
Sillaginopsis panijus;30.11;6.14
Sillaginopsis panijus;33.57;6.17
Sillaginopsis panijus;31.32;6.14
Sillaginopsis panijus;29.79;6.09
Sillaginopsis panijus;31.83;6.13
Sillaginopsis panijus;32.15;6.13
Sillaginopsis panijus;28.81;6.10
Sillaginopsis panijus;28.19;6.07
Sillaginopsis panijus;31.03;6.14
Sillaginopsis panijus;29.88;6.12
Sillaginopsis panijus;32.82;6.18
Sillaginopsis panijus;31.17;6.17
Sillaginopsis panijus;31.18;6.20
Sillaginopsis panijus;32.91;6.17
Sillaginopsis panijus;30.53;6.15
Sillaginopsis panijus;31.59;6.10
Sillaginopsis panijus;28.26;6.05
Sillaginopsis panijus;31.04;6.16
Sillaginopsis panijus;31.20;6.16
Sillaginopsis panijus;33.32;6.20
Sillaginopsis panijus;29.78;6.08
Sillaginopsis panijus;29.60;6.10
Sillaginopsis panijus;30.74;6.13
Sillaginopsis panijus;31.36;6.14
Sillaginopsis panijus;32.31;6.13
Sillaginopsis panijus;31.51;6.16
Sillaginopsis panijus;31.47;6.19
Sillaginopsis panijus;30.93;6.11
Sillaginopsis panijus;31.55;6.23
Sillaginopsis panijus;31.56;6.12
Sillaginopsis panijus;29.72;6.11
Sillaginopsis panijus;31.55;6.12
Sillaginopsis panijus;32.75;6.17
Sillaginopsis panijus;31.29;6.16
Sillaginopsis panijus;30.81;6.15
Sillaginopsis panijus;30.07;6.12
Sillaginopsis panijus;32.40;6.17
Sillaginopsis panijus;30.57;6.13
Sillaginopsis panijus;32.84;6.17
Sillaginopsis panijus;32.94;6.19
Sillaginopsis panijus;30.39;6.13
Sillaginopsis panijus;30.79;6.09
Sillaginopsis panijus;32.97;6.19
Sillaginopsis panijus;30.05;6.11
Sillaginopsis panijus;29.15;6.05
Sillaginopsis panijus;32.09;6.15
Sillaginopsis panijus;31.26;6.14
Sillaginopsis panijus;33.39;6.23
Sillaginopsis panijus;28.56;6.05
Sillaginopsis panijus;31.32;6.13
Sillaginopsis panijus;32.61;6.16
Sillaginopsis panijus;31.00;6.15
Sillaginopsis panijus;32.03;6.20
Sillaginopsis panijus;30.86;6.13
Sillaginopsis panijus;30.11;6.07
Sillaginopsis panijus;32.15;6.21
Sillaginopsis panijus;29.63;6.09
Sillaginopsis panijus;31.90;6.14
Sillaginopsis panijus;32.82;6.21
Sillaginopsis panijus;32.82;6.22
Sillaginopsis panijus;30.57;6.12
Sillaginopsis panijus;29.46;6.10
Sillaginopsis panijus;30.16;6.15
Sillaginopsis panijus;28.74;6.08
Sillaginopsis panijus;28.47;6.05
Sillaginopsis panijus;30.72;6.10
Sillaginopsis panijus;31.17;6.12
Sillaginopsis panijus;32.09;6.16
Sillaginopsis panijus;31.81;6.15
Sillaginopsis panijus;32.40;6.19
Sillaginopsis panijus;31.23;6.16
Sillaginopsis panijus;31.82;6.10
Sillaginopsis panijus;30.88;6.18
Sillaginopsis panijus;30.93;6.10
Sillaginopsis panijus;28.91;6.10
Sillaginopsis panijus;28.87;6.05
Sillaginopsis panijus;31.91;6.18
Sillaginopsis panijus;30.53;6.14
Sillaginopsis panijus;32.34;6.18
Sillaginopsis panijus;32.61;6.16
Sillaginopsis panijus;32.29;6.16
Sillaginopsis panijus;30.11;6.14
Sillaginopsis panijus;29.06;6.09
Sillaginopsis panijus;30.85;6.13
Sillaginopsis panijus;30.88;6.11
